Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
Ventilation fan,,0x01,0x33,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This  property  indicates  the  ON/OFF status.,"ON=0x30, OFF=0x31",-,unsigned char,1,-,mandatory,mandatory,mandatory,
0xBF,Ventilation auto setting,Auto/Non-auto,"Auto = 0x41, Non-auto = 0x42",-,unsigned char,1,-,optional,optional,-,
0xA0,Set value of ventilation air flow rate,Sets ventilation air flow rate level and ventilation air flow rate auto status. This property specifies ventilation air flow rate level (8-step).,Ventilation air flow rate auto status = 0x41 Ventilation air flow rate level = 0x31.0x38,-,unsigned char,1,-,optional,optional,-,
