Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
Oxygen sensor,,0x00,0x0C,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This property indicates the ON/OFF status.,"ON=0x30, OFF=0x31",-,unsigned short,1,-,optional,mandatory,mandatory,
0xE0,Measured value of oxygen concentration,This property indicates measured value of oxygen concentration in units of 0.01%.,0x0000.0x2710 (0.00.100.00%),0.0001,unsigned short,2,-,-,mandatory,-,
