Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
Humidifier,,0x01,0x39,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This property indicates the ON/OFF status.,"ON=0x30, OFF=0x31",-,unsigned char,1,-,mandatory,mandatory,mandatory,
0xC0,Humidifying setting 1,Sets value of relative humidity and get setting status,"0x00.0x64, (0.100%) Automatic setting =0x70, Continuous operation =0x71, intermittent operation =0x72",,unsigned char,1,-,mandatory,mandatory,-,
0xC1,Humidifying setting 2,Sets humidifying level by 3 steps,"Humidifying levels =0x31.0x33 Automatic setting =0x70, Continuous operation =0x71, intermittent operation =0x72",,unsigned char,1,-,mandatory,mandatory,-,
0xB4,Measured value of relative humidity,This property indicates measured value of relative humidity,"0x00.0x64, (0.100%)",-,unsigned char,1,-,-,optional,-,
0x94,Reservation set of OFF timer,Sets reservation ON/OFF and set setting status,"Reservation ON =0x41, OFF =0x42",,unsigned char,1,-,optional,optional,-,
0x96,Relative time value set of OFF timer,Sets timer value HH:MM and   get updated time,"Reservation ON =0x41, OFF =0x42",,unsigned char ×2,2,-,optional,optional,-,
0xC2,Ion emission setting,Sets ON/OFF of ion emission and gets setting status,"Emission ON= 0x41, OFF=0x42",-,unsigned char,1,-,optional,optional,-,
0xC3,Implemented ion emission method,Sets ion emission method equipped in humidifier by bit map,"Bit 0: negative ion method, Bit 1: cluster ion method,",-,unsigned char,1,-,-,optional,-,
0xC4,Special operation mode setting,Sets special operation mode and gets setting status. Specifies by bit map,Specifies 1 for effective setting Bit 0: Throat dry prevention Bit 1: Quiet operation Bit 2.7: for future reserved,,unsigned short,1,-,optional,optional,-,
0xC5,Water amount level,This property indicates water amount level in water tank by 6 steps.,0x40: empty 0x41.0x45: minimum to maximum level,-,unsigned char,1,-,-,optional,-,
