Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
Cigarette smoke sensor,,0x00,0x1A,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This property indicates the ON/OFF status.,"ON=0x30, OFF=0x31",-,unsigned char,1,-,optional,mandatory,mandatory,
0xB0,Detection threshold level,Specifies detection threshold level (8-step). Concrete status of each level is not specified.,Level 0x31.0x38,-,unsigned char,1,-,optional,optional,-,
0xB1,Smoke (cigarette) detection status,This property indicates smoke (cigarette) detection status.,Smoke (cigarette) detection status found = 0x41 Smoke (cigarette) detection status not found = 0x42,-,unsigned char,1,-,-,mandatory,mandatory,
