Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
Gas meter,,0x02,0x82,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This property indicates the ON/OFF status.,"ON=0x30, OFF=0x31",-,unsigned char,1,-,optional,mandatory,mandatory,
0xE0,Integral gas consumption measurement value,This property indicates integral gas consumption in units of 0.001 m3.,"0x0.0x3B9AC9FF (0.999999,999m3)",0.001m3,unsigned long,4,-,-,mandatory,-,
0xE2,Integral gas consumption measurement log,This property indicates integral gas consumption measurement result log for past 24 hours as data in 30-minute segments.,"0x0.0x3B9AC9FF (0.999999,999m3)",0.001m3,unsigned long × 48,192,-,-,optional,-,
